task_code;domain;pattern;pattern_group;pattern_subgroup;difficulty;title;prompt;loaded_to_db_at
SQL_0807_02;sql;aggregation_concepts;SQL Theory;Aggregation;1;WHERE и HAVING;Объяснить различия между WHERE и HAVING, порядок выполнения запроса и возможность использования HAVING без GROUP BY.;2026-07-16 00:00:00
SQL_0807_03;sql;null_handling;SQL Theory;NULL Handling;1;NULL и сравнения;Объяснить природу NULL, почему сравнение через = NULL не работает и как правильно проверять отсутствие значения.;2026-07-16 00:00:00
SQL_0807_04;sql;null_handling;SQL Theory;NULL Handling;1;COALESCE после LEFT JOIN;Объяснить назначение COALESCE и привести пример использования после LEFT JOIN.;2026-07-16 00:00:00
SQL_0807_05;sql;join_concepts;SQL Theory;Joins;1;LEFT JOIN и INNER JOIN;Объяснить, в каких случаях LEFT JOIN и INNER JOIN возвращают одинаковый результат.;2026-07-16 00:00:00
SQL_0807_06;sql;regex;Data Handling;Strings;2;Проверка формата даты через Regex;Определить, соответствует ли строка формату YYYY-MM-DD с помощью регулярного выражения.;2026-07-16 00:00:00
SQL_0807_07;sql;gaps_islands;SQL Core;Window Functions;3;Серии последовательных входов;Найти пользователей, имеющих серию входов не менее 3 последовательных дней, используя классический шаблон Gaps & Islands.;2026-07-16 00:00:00
SQL_0807_08;sql;as_of_join;SQL Core;Joins;3;Цена на момент заказа;Для каждого заказа определить актуальную цену на момент покупки и рассчитать стоимость заказа и дневную выручку.;2026-07-16 00:00:00
SQL_0807_09;sql;rolling_window;SQL Core;Time Series;2;Скользящие агрегаты;Рассчитать скользящее среднее, скользящую сумму, значение предыдущего дня и процент изменения относительно предыдущего дня.;2026-07-16 00:00:00
SQL_0807_10;sql;percentile_functions;SQL Core;Window Functions;2;Percent Rank;Использовать PERCENT_RANK для определения относительного положения пользователей и выделения верхних 10%.;2026-07-16 00:00:00
SQL_0807_11;sql;sql_reading;SQL Core;Basics;2;Чтение аналитического SQL;Проанализировать SQL-запрос с оконными функциями и объяснить его назначение, grain и бизнес-интерпретацию результатов.;2026-07-16 00:00:00
SQL_0907_01;sql;window_function_concepts;SQL Theory;Window Functions;1;GROUP BY vs Window Functions;Объяснить различия между GROUP BY и оконными функциями, а также ситуации, когда следует использовать каждый подход.;2026-07-16 00:00:00
